Barrow,AK,North Slope Borough,-1.2048712871287126,1.1273770491803283
Wainwright,AK,North Slope Borough,-1.2691287128712871,1.1059016393442627
Meade River,AK,North Slope Borough,-1.2170297029702972,1.1003278688524594
Kaktovik,AK,North Slope Borough,-0.9443960396039603,1.0894426229508194
Point Lay,AK,North Slope Borough,-1.3295643564356436,1.0759016393442624
Umiat,AK,North Slope Borough,-1.1127128712871288,1.0642622950819671
Point Hope,AK,North Slope Borough,-1.402831683168317,1.0309180327868854
Anaktuvuk Pass,AK,North Slope Borough,-1.1051089108910892,1.0238360655737706
Arctic Village,AK,Yukon-Koyukuk Census Area,-0.982019801980198,1.0238360655737706
Kivalina,AK,Northwest Arctic Borough,-1.3578217821782181,1.0103934426229508
Noatak,AK,Northwest Arctic Borough,-1.3272277227722773,1.005245901639344
Big Lake,AK,Yukon-Koyukuk Census Area,-1.0594059405940595,1.0030819672131148
Chandalar,AK,Yukon-Koyukuk Census Area,-1.0407722772277226,1.0030819672131148
Nolan,AK,Yukon-Koyukuk Census Area,-1.074930693069307,1.0022295081967214
Wiseman,AK,Yukon-Koyukuk Census Area,-1.0724356435643565,1.0003278688524593
Ambler,AK,Northwest Arctic Borough,-1.2262376237623762,0.9894098360655734
Venetie,AK,Yukon-Koyukuk Census Area,-0.9995049504950497,0.9872131147540983
Kiana,AK,Northwest Arctic Borough,-1.2770693069306933,0.9855737704918033
Kobuk,AK,Northwest Arctic Borough,-1.2064356435643564,0.9839344262295082
Bettles,AK,Yukon-Koyukuk Census Area,-1.1039603960396036,0.9836721311475407
Kotzebue,AK,Northwest Arctic Borough,-1.319643564356436,0.9833770491803278
Shungnak,AK,Northwest Arctic Borough,-1.2120396039603958,0.9822950819672132
Noorvik,AK,Northwest Arctic Borough,-1.2892871287128713,0.9811803278688527
Chalkyitsik,AK,Yukon-Koyukuk Census Area,-0.946019801980198,0.9752131147540983
Selawik,AK,Northwest Arctic Borough,-1.2689108910891091,0.9741967213114755
Fort Yukon,AK,Yukon-Koyukuk Census Area,-0.9767326732673269,0.9724918032786887
Allakaket,AK,Yukon-Koyukuk Census Area,-1.1227722772277229,0.9724590163934428
Beaver,AK,Yukon-Koyukuk Census Area,-1.018792079207921,0.965639344262295
